year,population
2003,111.0
2004,102.0
2005,98.0
2006,88.0
2007,93.0
2008,95.0
2009,96.0
2010,96.0
2011,95.0
2012,95.0
2013,94.0
2014,93.0
2015,92.0
2016,91.0
2017,90.0
2018,89.0
2019,88.0
2020,87.0
2021,86.0
2022,85.0
2023,83.0
2024,82.0
2025,81.0
2026,80.0
2027,78.0
2028,77.0
2029,76.0
2030,75.0
2031,74.0
2032,73.0
2033,72.0
2034,71.0
2035,70.0
2036,69.0
2037,68.0
2038,67.0
2039,66.0
2040,65.0
