year,Base case cost,Modeled residential ashp
2017,342410.90055,586665.387878
2018,372211.834429,606684.450075
2019,410803.800386,633920.483819
2020,441402.293167,656794.12585
2021,459773.420525,668618.247408
2022,476191.801752,679052.316125
2023,497904.244155,695493.889671
2024,511740.768192,704157.951591
2025,525760.448493,713101.270095
2026,541640.150071,723692.120257
2027,565460.036244,742467.972239
2028,579282.330968,751642.070759
2029,595043.14251,762535.751233
2030,608301.739125,771472.077406
2031,625358.873835,783677.620243
