year,annotation,consumption,consumption residential,consumption non-residential
2003,,751256.0,345652.0,405604.0
2004,,730493.0,328713.0,401780.0
2005,,735056.0,316224.0,418832.0
2006,,747924.0,317337.0,430587.0
2007,,768592.0,338538.0,430054.0
2008,,804577.0,352786.0,451791.0
2009,,864927.0,417189.0,447738.0
2010,,1084130.0,371043.0,713087.0
2011,,1082431.0,382206.0,700225.0
2012,,986822.0,377445.0,609377.0
2013,,979977.0,377684.0,602293.0
2014,,973798.0,378693.0,595105.0
2015,,941081.0,368107.0,572974.0
2016,start of forecast,987577.0,397453.0,590124.0
2017,,995111.0,404987.0,590124.0
2018,,1002590.0,412466.0,590124.0
2019,,1010029.0,419905.0,590124.0
2020,,1017392.0,427268.0,590124.0
2021,,1024696.0,434572.0,590124.0
2022,,1032006.0,441882.0,590124.0
2023,,1039341.0,449217.0,590124.0
2024,,1046665.0,456541.0,590124.0
2025,,1053911.0,463787.0,590124.0
2026,,1061020.0,470896.0,590124.0
2027,,1068005.0,477881.0,590124.0
2028,,1074881.0,484757.0,590124.0
2029,,1081806.0,491682.0,590124.0
2030,,1088614.0,498490.0,590124.0
2031,,1095311.0,505187.0,590124.0
2032,,1101805.0,511681.0,590124.0
2033,,1108178.0,518054.0,590124.0
2034,,1114452.0,524328.0,590124.0
2035,,1120672.0,530548.0,590124.0
2036,,1126874.0,536750.0,590124.0
2037,,1133002.0,542878.0,590124.0
2038,,1139006.0,548882.0,590124.0
2039,,1144854.0,554730.0,590124.0
2040,,1150573.0,560449.0,590124.0
