year,Base case cost,Modeled non-residential ashp
2017,511010.793858,636205.770631
2018,545215.329329,665491.216462
2019,590821.376625,705338.559913
2020,612587.899197,723263.162391
2021,627098.914246,734550.129936
2022,638500.42607,743019.864986
2023,645755.933594,747715.825962
2024,653011.441118,752458.469734
2025,660266.948642,757246.702169
2026,669595.458316,763990.243408
2027,677887.466915,769821.867083
2028,684106.473365,773785.159886
2029,692398.481964,779700.703957
2030,697580.987338,782790.555965
2031,706909.497012,789741.527086
