year,Base case cost,Modeled non-residential ashp
2017,805464.945503,1003654.82597
2018,899439.70603,1081229.05655
2019,1027871.87875,1188684.98838
2020,1090521.7191,1239343.31081
2021,1134376.60735,1273832.02449
2022,1168834.01954,1300275.19413
2023,1190761.46367,1315962.26898
2024,1209556.41577,1329017.40321
2025,1231483.85989,1344856.12896
2026,1259676.28805,1366185.35532
2027,1284736.22419,1384877.37183
2028,1303531.1763,1398221.83855
2029,1328591.11244,1417051.78074
2030,1344253.57253,1427822.27533
2031,1375578.4927,1452201.08408
