year,Base case cost,Modeled residential ashp
2017,756732.547349,1288037.09873
2018,822991.375588,1307677.28799
2019,915331.409625,1340698.18044
2020,944411.310184,1335466.96919
2021,943491.939276,1307559.70117
2022,960699.663847,1301561.08909
2023,955389.937539,1277999.41051
2024,964544.583445,1270315.10764
2025,951867.218131,1239849.13295
2026,930463.273689,1198522.96813
2027,904919.448491,1154453.82683
2028,879844.552384,1113423.98696
2029,857709.351609,1073184.87794
2030,834895.477634,1036006.1763
2031,807181.456852,988232.963287
