year,annotation,consumption,consumption residential,consumption non-residential
2003,,632472.0,314363.0,318109.0
2004,,747146.0,345658.0,401488.0
2005,,746096.0,350081.0,396015.0
2006,,653034.0,302207.0,350827.0
2007,,635249.0,282271.0,352978.0
2008,,552247.0,262596.0,289651.0
2009,,608591.0,285227.0,323364.0
2010,,652209.0,319989.0,332220.0
2011,,674439.0,325382.0,349057.0
2012,,706406.0,318393.0,388013.0
2013,,690410.0,305939.0,384471.0
2014,start of forecast,670553.0,296706.0,373847.0
2015,,669951.0,296104.0,373847.0
2016,,669659.0,295812.0,373847.0
2017,,669387.0,295540.0,373847.0
2018,,669502.0,295655.0,373847.0
2019,,669957.0,296110.0,373847.0
2020,,670149.0,296302.0,373847.0
2021,,670014.0,296167.0,373847.0
2022,,669415.0,295568.0,373847.0
2023,,669143.0,295296.0,373847.0
2024,,668329.0,294482.0,373847.0
2025,,667422.0,293575.0,373847.0
2026,,666956.0,293109.0,373847.0
2027,,665576.0,291729.0,373847.0
2028,,664542.0,290695.0,373847.0
2029,,664625.0,290778.0,373847.0
2030,,664025.0,290178.0,373847.0
2031,,663480.0,289633.0,373847.0
2032,,661401.0,287554.0,373847.0
2033,,659373.0,285526.0,373847.0
2034,,657309.0,283462.0,373847.0
2035,,654994.0,281147.0,373847.0
2036,,652856.0,279009.0,373847.0
2037,,651115.0,277268.0,373847.0
2038,,649363.0,275516.0,373847.0
2039,,647122.0,273275.0,373847.0
2040,,644608.0,270761.0,373847.0
