year,Base case cost,Modeled non-residential ashp
2017,20137.6344614,21539.8141993
2018,21969.0430616,19935.9073682
2019,24533.0151019,17886.0697345
2020,25753.9541687,16684.1983734
2021,26608.6115155,15721.0332717
2022,27219.0810489,14920.2058852
2023,27707.4566756,14205.3533539
2024,28073.7383956,13576.2448152
2025,28501.067069,12918.4651042
2026,29050.4896491,12193.7308468
2027,29477.8183224,11554.0800949
2028,29844.1000425,10961.2396441
2029,30393.5226225,10262.7514913
2030,30698.7573892,9724.85820608
2031,31248.1799693,9042.85823295
