year,Base case cost,Modeled residential ashp
2017,27559.0659389,32391.0675404
2018,30065.4134679,20742.7949656
2019,33574.3000087,5325.96471539
2020,35245.1983614,-3043.30532774
2021,36414.8272083,-9456.62525345
2022,37250.2763846,-14551.4072423
2023,37918.6357257,-18965.0375933
2024,38419.9052315,-22698.5674697
2025,39004.719655,-26707.4883877
2026,39756.6239137,-31310.9576689
2027,39460.4125213,-36118.3596213
2028,39950.7346888,-39697.700969
2029,40686.21794,-44198.0874876
2030,41094.8197462,-47380.5733777
2031,41830.3029974,-51805.8859121
