year,Base case cost,Modeled residential ashp
2017,174536.614674,352850.595577
2018,194588.128803,357063.459721
2019,223328.632389,364340.005898
2020,236696.308475,366370.628765
2021,239781.686454,360367.553375
2022,246277.505766,360022.099171
2023,251474.161215,359310.46589
2024,255371.652802,358231.29933
2025,252395.489168,349895.977283
2026,258703.289748,349585.622126
2027,263118.750154,348748.28506
2028,258947.750267,339813.408731
2029,264455.553932,339294.643018
2030,259296.538397,329908.410177
2031,264635.125203,329317.162315
