year,annotation,consumption,consumption residential,consumption non-residential
2010,,762638.0,325937.0,436701.0
2011,,718491.0,332895.0,385596.0
2012,,757592.0,313043.0,444549.0
2013,,780777.0,318130.0,462647.0
2014,,660760.0,202023.0,458737.0
2015,,1095389.0,362183.0,733206.0
2016,start of forecast,839880.0,288350.0,551530.0
2017,,833924.0,282394.0,551530.0
2018,,822829.0,271299.0,551530.0
2019,,804879.0,253349.0,551530.0
2020,,787105.0,235575.0,551530.0
2021,,770833.0,219303.0,551530.0
2022,,752525.0,200995.0,551530.0
2023,,734795.0,183265.0,551530.0
2024,,715508.0,163978.0,551530.0
2025,,696035.0,144505.0,551530.0
2026,,675549.0,124019.0,551530.0
2027,,656487.0,104957.0,551530.0
2028,,638022.0,86492.0,551530.0
2029,,608014.0,56484.0,551530.0
2030,,581685.0,30155.0,551530.0
2031,,560735.0,9205.0,551530.0
2032,,547871.0,-3659.0,551530.0
2033,,537307.0,-14223.0,551530.0
2034,,527084.0,-24446.0,551530.0
2035,,516157.0,-35373.0,551530.0
2036,,504232.0,-47298.0,551530.0
2037,,492071.0,-59459.0,551530.0
2038,,481866.0,-69664.0,551530.0
2039,,474554.0,-76976.0,551530.0
2040,,469522.0,-82008.0,551530.0
