year,Base case cost,Modeled non-residential ashp
2017,25883.9520047,46678.6428221
2018,28336.2364439,43583.9890654
2019,31798.2850639,39452.6239957
2020,33385.057348,37282.832935
2021,34539.0735547,35575.0304781
2022,35404.5857097,34179.00142
2023,35981.593813,33094.4665289
2024,36486.4759034,32096.2591586
2025,37063.4840068,31034.1837633
2026,37856.8701489,29758.0510246
2027,38433.8782522,28717.3947088
2028,38938.7603426,27762.0375125
2029,39587.8944589,26666.8433897
2030,40020.6505364,25806.3988902
2031,40814.0366784,24580.7560347
