year,Base case cost,Modeled residential ashp
2017,17501.1901849,51168.3594531
2018,19159.279195,41932.7549359
2019,21500.1107387,29428.6428753
2020,21728.4571749,22231.632988
2021,22479.5414539,17290.5335887
2022,23042.8546631,13325.6169326
2023,22508.1780844,9426.03616678
2024,22824.0055617,6686.80817311
2025,23184.95125,3733.37249763
2026,22723.5943871,-870.852222349
2027,23069.9436243,-3790.70195121
2028,23372.9992068,-6446.31001573
2029,23762.6420986,-9561.2035796
2030,23010.0101503,-12943.3380339
2031,23466.1702311,-16516.4683969
