year,population
2003,97.0
2004,99.0
2005,101.0
2006,87.0
2007,94.0
2008,72.0
2009,85.0
2010,87.0
2011,88.0
2012,87.0
2013,86.0
2014,86.0
2015,84.0
2016,83.0
2017,82.0
2018,82.0
2019,81.0
2020,80.0
2021,79.0
2022,79.0
2023,78.0
2024,77.0
2025,76.0
2026,75.0
2027,74.0
2028,74.0
2029,73.0
2030,73.0
2031,72.0
2032,71.0
2033,70.0
2034,69.0
2035,68.0
2036,67.0
2037,67.0
2038,66.0
2039,65.0
2040,64.0
