year,Base case cost,Modeled residential ashp
2017,1118761.00372,1515690.18882
2018,1188211.35965,1564803.0189
2019,1289542.71999,1641349.17552
2020,1336872.26591,1672931.20029
2021,1382691.00172,1705522.94286
2022,1412352.7275,1723078.10927
2023,1437313.00829,1737978.16434
2024,1456631.62407,1747417.82792
2025,1484680.87455,1765299.97385
2026,1521754.07066,1791913.76398
2027,1550423.09145,1810757.38028
2028,1576552.23209,1827691.16121
2029,1599548.17817,1841187.57342
2030,1623257.60897,1856485.05491
2031,1655695.79991,1879269.30906
