year,Base case cost,Modeled residential ashp
2017,201999.94873,536570.801525
2018,221800.355959,552478.641599
2019,249904.159767,576798.029155
2020,262678.616044,585848.455991
2021,272259.458251,591786.965652
2022,279285.409203,595251.454285
2023,283756.4689,596239.910957
2024,288227.528597,597310.19336
2025,292698.588294,598460.383693
2026,298447.093618,600968.519857
2027,303556.876129,602912.90681
2028,298638.497994,594902.320625
2029,303592.521953,596838.044918
2030,307308.039922,597603.77062
2031,312881.316876,600300.262061
