year,annotation,Average Load
2003,,138.0
2004,,154.0
2005,,140.0
2006,,144.0
2007,,147.0
2008,,137.0
2009,,137.0
2010,,142.0
2011,,142.0
2012,,145.0
2013,,140.0
2014,,133.0
2015,,147.0
2016,start of forecast,136.0
2017,,136.0
2018,,136.0
2019,,136.0
2020,,136.0
2021,,136.0
2022,,135.0
2023,,136.0
2024,,136.0
2025,,136.0
2026,,136.0
2027,,135.0
2028,,135.0
2029,,135.0
2030,,135.0
2031,,135.0
2032,,135.0
2033,,135.0
2034,,135.0
2035,,135.0
2036,,135.0
2037,,135.0
2038,,135.0
2039,,135.0
2040,,135.0
