year,Base case cost,Modeled residential ashp
2017,628127.927722,1037778.52351
2018,653472.474787,1052179.6502
2019,701708.113681,1088508.88474
2020,711266.623124,1088787.2357
2021,725847.918374,1094957.72112
2022,736783.889812,1097997.717
2023,744985.868391,1098727.06141
2024,751365.185063,1097965.68261
2025,758655.832688,1098180.97286
2026,767769.142219,1100193.03458
2027,775971.120798,1101527.30256
2028,768376.700351,1087382.93233
2029,776432.181545,1088852.31318
2030,781802.502341,1088035.33725
2031,790753.037002,1090580.69305
