year,Base case cost,Modeled non-residential ashp
2017,3872542.58651,3847128.40297
2018,4336437.64022,4153255.57698
2019,4974293.33907,4581591.12517
2020,5278724.46806,4776955.18011
2021,5481678.55406,4901701.03316
2022,5655639.1992,5006557.4621
2023,5757116.2422,5061071.83886
2024,5858593.2852,5115973.39266
2025,5960070.3282,5171253.049
2026,6090540.81205,5247197.35467
2027,6206514.57548,5313354.54283
2028,6307991.61848,5369716.16219
2029,6438462.10233,5446717.07232
2030,6510945.70447,5483462.98791
2031,6655912.90876,5571275.37658
