year,Base case cost,Modeled non-residential ashp
2017,38555.002437,79481.2189096
2018,42034.8399541,81797.3519243
2019,46819.61654,84982.0348195
2020,49212.004833,86574.3762672
2021,50843.1786691,87660.0636178
2022,49133.7483524,85550.6098784
2023,49955.1334481,86081.0688485
2024,50571.1722698,86478.913076
2025,51392.5573655,87009.3720461
2026,52316.6155981,87606.1383874
2027,49995.5765979,84994.1732617
2028,50671.7860584,85415.8223623
2029,51541.198222,85957.9426346
2030,52024.2049795,86259.1205636
2031,52990.2184945,86861.4764217
