year,Base case cost,Modeled non-residential ashp
2017,33413.2685015,98723.5091687
2018,36037.6486133,99855.5468253
2019,39655.037416,101788.792407
2020,41357.3380291,102240.035207
2021,42563.1342967,102322.290092
2022,43485.2137954,102202.097852
2023,44052.6473331,101823.308155
2024,44549.1516786,101408.159844
2025,45187.5144085,101123.227128
2026,45896.8063306,100912.392267
2027,46535.1690605,100663.872182
2028,47031.6734059,100321.569556
2029,47740.9653281,100163.450886
2030,48166.5404813,99799.3845233
2031,48875.8324034,99674.3829226
