year,Base case cost,Modeled residential ashp
2017,30094.4753003,178177.785836
2018,32458.1872625,176871.589533
2019,37236.2131776,177641.570465
2020,38834.6791645,176062.119081
2021,39966.9259052,174274.588057
2022,40832.7616482,172391.828296
2023,41365.5836438,170374.428969
2024,41831.80289,168373.377616
2025,42431.2276351,166501.619294
2026,43097.2551297,164719.834991
2027,45480.3246382,164734.305991
2028,45965.5743809,162957.511797
2029,46658.7882992,161351.43017
2030,47074.7166501,159629.383156
2031,47767.9305684,158116.60157
