year,Base case cost,Modeled residential ashp
2017,51995.7027726,75903.5909154
2018,55377.4325626,79825.5976675
2019,60027.3110238,85501.2511384
2020,54872.0757204,80489.3986675
2021,63726.0779816,89229.1536583
2022,57201.051055,82488.1631406
2023,57946.3231621,82915.3921053
2024,58505.2772424,83092.9402052
2025,59157.3903361,83417.1523751
2026,59995.8214566,84019.9207728
2027,60741.0935636,84504.2237021
2028,61300.0476439,84737.508096
2029,62045.319751,85248.3806852
2030,62511.1148179,85375.3815675
2031,63349.5459384,86043.8234096
