year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,989.15,114580.0,114580.0
2004,,989.15,131214.0,131214.0
2005,,989.15,133134.0,133134.0
2006,,989.15,133426.0,133426.0
2007,,989.15,154800.0,154800.0
2008,,989.15,145675.0,145675.0
2009,,989.15,120205.0,120205.0
2010,,989.15,98499.0,98499.0
2011,,989.15,119345.0,119345.0
2012,,989.15,119302.0,119302.0
2013,,989.15,90632.0,90632.0
2014,,989.15,72476.0,72476.0
2015,,989.15,67426.0,67426.0
2016,start of forecast,989.15,86000.0,86000.0
2017,,989.15,86000.0,86000.0
2018,,989.15,86000.0,86000.0
2019,,989.15,86000.0,86000.0
2020,,989.15,86000.0,86000.0
2021,,989.15,86000.0,86000.0
2022,,989.15,86000.0,86000.0
2023,,989.15,86000.0,86000.0
2024,,989.15,86000.0,86000.0
2025,,989.15,86000.0,86000.0
2026,,989.15,86000.0,86000.0
2027,,989.15,86000.0,86000.0
2028,,989.15,86000.0,86000.0
2029,,989.15,86000.0,86000.0
2030,,989.15,86000.0,86000.0
2031,,989.15,86000.0,86000.0
2032,,989.15,86000.0,86000.0
2033,,989.15,86000.0,86000.0
2034,,989.15,86000.0,86000.0
2035,,989.15,86000.0,86000.0
2036,,989.15,86000.0,86000.0
2037,,989.15,86000.0,86000.0
2038,,989.15,86000.0,86000.0
2039,,989.15,86000.0,86000.0
2040,,989.15,86000.0,86000.0
