year,Base case cost,Modeled non-residential ashp
2017,113350.565433,130644.154146
2018,120722.732043,138550.699473
2019,130859.461131,149620.80008
2020,135697.445469,154661.21959
2021,138922.768361,157874.187791
2022,141456.950633,160310.067851
2023,143299.992285,161968.604773
2024,144682.273525,163112.205602
2025,146294.934971,164528.59537
2026,148368.35683,166480.19266
2027,150211.398482,168178.797333
2028,151593.679721,169361.526826
2029,153436.721374,171078.784252
2030,154588.622407,172017.073253
2031,156662.044266,174014.775405
