year,Base case cost,Modeled residential ashp
2017,16063.6541179,65556.6701594
2018,17941.8607216,57759.9377342
2019,20547.1150428,47656.9406777
2020,21819.4485485,41896.2846748
2021,22667.6708857,37543.4109902
2022,23334.1312934,33815.1103698
2023,23019.1507712,29910.8168389
2024,23370.4698995,27221.2420145
2025,23838.895404,24171.6965752
2026,24365.8740966,20958.9638009
2027,24834.299601,17977.4555678
2028,25185.6187294,15423.9933219
2029,25712.597422,12309.7610525
2030,26005.3633623,10017.2727389
2031,26590.8952429,6767.3105423
