year,Base case cost,Modeled non-residential ashp
2017,7329.90421928,13682.3539179
2018,8186.9367729,12546.7105123
2019,9375.7238634,11072.0947914
2020,9956.29430294,10235.0713806
2021,10343.3412626,9604.61204543
2022,10647.4495881,9065.68258174
2023,10868.6192794,8618.15759701
2024,11034.4965478,8233.18815593
2025,11255.6662391,7795.74888264
2026,11504.4821417,7334.44944228
2027,11725.651833,6906.62866867
2028,11891.5291014,6540.90162254
2029,12140.3450041,6093.52731416
2030,12278.5760611,5765.48464109
2031,12555.0381752,5298.13185163
