year,annotation,consumption,consumption residential,consumption non-residential
2003,,343088.0,82950.0,260138.0
2004,,297753.0,80842.0,216911.0
2005,,317458.0,107094.0,210364.0
2006,,296899.0,85140.0,211759.0
2007,,131329.0,36384.0,94945.0
2008,,495005.0,84904.0,410101.0
2009,,494935.0,84833.0,410101.0
2010,,495122.0,85021.0,410101.0
2011,,388816.0,85897.0,302919.0
2012,,495458.0,88466.0,406992.0
2013,,630903.0,110510.0,520393.0
2014,start of forecast,495112.0,85011.0,410101.0
2015,,495110.0,85008.0,410101.0
2016,,495109.0,85008.0,410101.0
2017,,495110.0,85008.0,410101.0
2018,,495111.0,85009.0,410101.0
2019,,495112.0,85011.0,410101.0
2020,,495114.0,85012.0,410101.0
2021,,495116.0,85015.0,410101.0
2022,,495118.0,85017.0,410101.0
2023,,495120.0,85019.0,410101.0
2024,,495122.0,85020.0,410101.0
2025,,495123.0,85022.0,410101.0
2026,,495124.0,85023.0,410101.0
2027,,495126.0,85025.0,410101.0
2028,,495127.0,85026.0,410101.0
2029,,495128.0,85026.0,410101.0
2030,,495128.0,85027.0,410101.0
2031,,495129.0,85028.0,410101.0
2032,,495131.0,85030.0,410101.0
2033,,495133.0,85032.0,410101.0
2034,,495135.0,85034.0,410101.0
2035,,495137.0,85036.0,410101.0
2036,,495139.0,85037.0,410101.0
2037,,495140.0,85038.0,410101.0
2038,,495141.0,85039.0,410101.0
2039,,495141.0,85040.0,410101.0
2040,,495143.0,85042.0,410101.0
