year,Base case cost,Modeled non-residential ashp
2017,114290.895277,127212.742263
2018,125972.53169,137740.869129
2019,142660.583708,152781.050365
2020,150587.408417,159925.136453
2021,156011.025323,164813.195355
2022,160183.038328,168573.240664
2023,163103.447431,171205.27238
2024,165606.655234,173461.299566
2025,168109.863036,175717.326751
2026,171864.67474,179101.36753
2027,174785.083844,181733.399246
2028,177288.291646,183989.426432
2029,180625.90205,186997.462679
2030,182294.707252,188501.480803
2031,186049.518956,191885.521581
