year,Base case cost,Modeled non-residential ashp
2017,609044.421892,767428.658931
2018,646939.23851,799840.371771
2019,697014.531899,843679.964159
2020,720022.099131,862343.798553
2021,737616.121133,876024.527086
2022,749796.597903,884720.615761
2023,757916.91575,889692.705496
2024,764683.847289,893463.611235
2025,772804.165136,898556.182206
2026,783631.255598,906231.162185
2027,791751.573445,911438.63302
2028,799871.891292,916701.542051
2029,809345.595446,923280.728853
2030,814759.140677,926126.368853
2031,825586.23114,934072.195404
