year,Base case cost,Modeled residential ashp
2017,302923.358361,533996.707726
2018,334653.892844,557507.237917
2019,374437.004771,588008.306863
2020,401134.614177,608127.463362
2021,425624.766167,626661.31777
2022,452560.999105,648261.008169
2023,472554.770842,663405.712371
2024,497076.92814,683304.115956
2025,517744.454955,699311.095343
2026,545804.227833,722541.407985
2027,567226.360335,739482.779849
2028,594281.221916,762143.62637
2029,622808.746458,786231.91224
2030,648607.161513,808063.623838
2031,679146.353078,834197.155804
