year,Base case cost,Modeled transmission and interties
2021,441196.956579,2049079.03475
2022,452962.208754,2039482.50276
2023,462374.410494,2027789.48968
2024,469433.5618,2012790.37906
2025,477669.238322,2000811.54058
2026,488257.96528,1991958.71165
2027,496493.641803,1980961.15592
2028,503552.793108,1969122.28575
2029,512964.994849,1960375.32939
2030,518847.620936,1948135.57503
2031,529436.347894,1941595.86538
2032,540025.074852,1934289.64296
2033,550613.80181,1928601.06057
2034,562379.053985,1923440.79226
2035,569438.205291,1914619.5827
2036,580026.932249,1911331.45832
2037,587086.083554,1902087.22193
2038,598851.335729,1899672.70291
2039,607087.012252,1893678.59937
2040,620427.009805,1892558.34863
