year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8903.9,475622.0,475622.0
2004,,8903.9,478620.0,478620.0
2005,,8903.9,412500.0,412500.0
2006,,8903.9,441932.0,441932.0
2007,,8903.9,0.0,0.0
2008,,8903.9,232920.0,232920.0
2009,,8903.9,619939.0,619939.0
2010,,8903.9,685566.0,685566.0
2011,,8903.9,670355.0,670355.0
2012,,8903.9,679754.0,679754.0
2013,,8903.9,707310.0,707310.0
2014,start of forecast,8903.9,683000.0,683000.0
2015,,8903.9,684000.0,684000.0
2016,,8903.9,686000.0,686000.0
2017,,8903.9,687000.0,687000.0
2018,,8903.9,689000.0,689000.0
2019,,8903.9,693000.0,693000.0
2020,,8903.9,695000.0,695000.0
2021,,8903.9,696000.0,696000.0
2022,,8903.9,699000.0,699000.0
2023,,8903.9,701000.0,701000.0
2024,,8903.9,703000.0,703000.0
2025,,8903.9,704000.0,704000.0
2026,,8903.9,706000.0,706000.0
2027,,8903.9,707000.0,707000.0
2028,,8903.9,710000.0,710000.0
2029,,8903.9,711000.0,711000.0
2030,,8903.9,713000.0,713000.0
2031,,8903.9,714000.0,714000.0
2032,,8903.9,712000.0,712000.0
2033,,8903.9,713000.0,713000.0
2034,,8903.9,711000.0,711000.0
2035,,8903.9,712000.0,712000.0
2036,,8903.9,713000.0,713000.0
2037,,8903.9,714000.0,714000.0
2038,,8903.9,719000.0,719000.0
2039,,8903.9,722000.0,722000.0
2040,,8903.9,724000.0,724000.0
