year,Base case cost,Modeled non-residential ashp
2017,245101.195816,236665.930533
2018,268484.172776,256405.454444
2019,300552.255463,283476.801523
2020,310321.044573,290747.222828
2021,320798.862698,299559.462417
2022,322021.774211,299533.190027
2023,327796.554098,304371.081987
2024,332288.049566,308133.886846
2025,330468.421006,305481.469018
2026,337381.049659,311249.012426
2027,335819.642038,308750.716879
2028,340126.037582,312328.421813
2029,338836.072322,309997.469969
2030,341845.962024,312486.866378
2031,348467.719367,317963.538477
