year,annotation,consumption,consumption residential,consumption non-residential
2003,,1975140.0,517646.0,1457494.0
2004,,1947986.0,522470.0,1425516.0
2005,,1845319.0,501468.0,1343851.0
2006,,1934648.0,537179.0,1397469.0
2007,,1866978.0,509110.0,1357868.0
2008,,1897489.0,508320.0,1389169.0
2009,,1901143.0,466989.0,1434154.0
2010,,2066717.0,554800.0,1511917.0
2011,,2004499.0,554065.0,1450434.0
2012,,1798991.0,606508.0,1192483.0
2013,,1663897.0,651520.0,1012377.0
2014,,1487132.0,546141.0,940991.0
2015,,1458146.0,546156.0,911990.0
2016,start of forecast,1540050.0,584931.0,955119.0
2017,,1540026.0,584907.0,955119.0
2018,,1537763.0,582643.0,955119.0
2019,,1537783.0,582664.0,955119.0
2020,,1536209.0,581089.0,955119.0
2021,,1535002.0,579883.0,955119.0
2022,,1538371.0,583251.0,955119.0
2023,,1542382.0,587263.0,955119.0
2024,,1546576.0,591456.0,955119.0
2025,,1548901.0,593782.0,955119.0
2026,,1548163.0,593043.0,955119.0
2027,,1546271.0,591152.0,955119.0
2028,,1544455.0,589335.0,955119.0
2029,,1546208.0,591089.0,955119.0
2030,,1544839.0,589720.0,955119.0
2031,,1545112.0,589992.0,955119.0
2032,,1543496.0,588376.0,955119.0
2033,,1542823.0,587703.0,955119.0
2034,,1540440.0,585321.0,955119.0
2035,,1540947.0,585828.0,955119.0
2036,,1540433.0,585313.0,955119.0
2037,,1540666.0,585547.0,955119.0
2038,,1539005.0,583886.0,955119.0
2039,,1536706.0,581587.0,955119.0
2040,,1534156.0,579037.0,955119.0
