year,annotation,consumption,consumption residential,consumption non-residential
2003,,93666.0,42282.0,51384.0
2004,,110284.0,58050.0,52234.0
2005,,143316.0,59214.0,84102.0
2006,,186416.0,66808.0,119608.0
2007,,216270.0,73618.0,142652.0
2008,,232578.0,76364.0,156214.0
2009,,222472.0,73254.0,149218.0
2010,,229722.0,79975.0,149747.0
2011,,222551.0,85842.0,136709.0
2012,,243364.0,109274.0,134090.0
2013,,237170.0,106069.0,131101.0
2014,,214345.0,76457.0,137888.0
2015,,188316.0,59747.0,128569.0
2016,start of forecast,207343.0,74823.0,132519.0
2017,,206678.0,74158.0,132519.0
2018,,206456.0,73937.0,132519.0
2019,,206225.0,73705.0,132519.0
2020,,205977.0,73457.0,132519.0
2021,,205713.0,73194.0,132519.0
2022,,205562.0,73043.0,132519.0
2023,,205126.0,72607.0,132519.0
2024,,204852.0,72333.0,132519.0
2025,,204186.0,71667.0,132519.0
2026,,203816.0,71297.0,132519.0
2027,,203277.0,70758.0,132519.0
2028,,202366.0,69846.0,132519.0
2029,,202216.0,69696.0,132519.0
2030,,201614.0,69095.0,132519.0
2031,,200964.0,68445.0,132519.0
2032,,199606.0,67087.0,132519.0
2033,,198305.0,65785.0,132519.0
2034,,196818.0,64299.0,132519.0
2035,,195560.0,63041.0,132519.0
2036,,194381.0,61861.0,132519.0
2037,,193092.0,60573.0,132519.0
2038,,191801.0,59281.0,132519.0
2039,,190405.0,57886.0,132519.0
2040,,188579.0,56060.0,132519.0
