year,annotation,diesel generation efficiency
2002,,14.13
2003,,13.62
2004,,13.87
2005,,13.37
2006,,11.37
2007,,11.43
2008,,12.85
2009,,12.64
2010,,
2011,,
2012,,13.73
2013,,13.07
2014,start of forecast,13.15
2015,,13.15
2016,,13.15
2017,,13.15
2018,,13.15
2019,,13.15
2020,,13.15
2021,,13.15
2022,,13.15
2023,,13.15
2024,,13.15
2025,,13.15
2026,,13.15
2027,,13.15
2028,,13.15
2029,,13.15
2030,,13.15
2031,,13.15
2032,,13.15
2033,,13.15
2034,,13.15
2035,,13.15
2036,,13.15
2037,,13.15
2038,,13.15
2039,,13.15
2040,,13.15
