year,Base case cost,Modeled residential ashp
2017,348779.120733,473542.139551
2018,369092.891401,491207.720869
2019,397680.447367,517049.016574
2020,404076.35133,521030.255788
2021,412755.440805,527427.06674
2022,419577.039086,532050.995101
2023,423964.149086,534335.526039
2024,428303.416174,536619.582516
2025,432669.322069,538976.536075
2026,430831.655962,535151.798941
2027,434945.424314,537345.90435
2028,439169.427894,539693.326364
2029,436366.802383,535044.544528
2030,439289.246559,536196.857154
2031,444702.037752,539833.053876
