year,Base case cost,Modeled residential ashp
2017,4394311.05548,5988889.54873
2018,4903998.63018,6184911.78128
2019,5611381.74488,6480288.82084
2020,5953855.19825,6594749.67841
2021,6180104.75765,6652377.13078
2022,6351132.38969,6680924.2727
2023,6477586.22777,6691010.47843
2024,6565375.45717,6680211.9925
2025,6685670.49524,6686452.38347
2026,6821910.99198,6701449.37293
2027,6941281.71741,6708971.28559
2028,7027527.68151,6701042.44468
2029,7168475.06488,6723939.80741
2030,7243931.40825,6715580.545
2031,7394445.86029,6741746.31572
