year,Base case cost,Modeled non-residential ashp
2017,4394311.05548,4626624.55993
2018,4903998.63018,5059678.61031
2019,5611381.74488,5664633.65981
2020,5953855.19825,5952589.86369
2021,6180104.75765,6139708.57874
2022,6351132.38969,6278315.00548
2023,6477586.22777,6379052.45458
2024,6565375.45717,6445657.44472
2025,6685670.49524,6540623.96643
2026,6821910.99198,6649555.1351
2027,6941281.71741,6743967.24828
2028,7027527.68151,6809768.98956
2029,7168475.06488,6923942.57185
2030,7243931.40825,6981467.14941
2031,7394445.86029,7103376.26934
