year,annotation,consumption,consumption residential,consumption non-residential
2003,,242632.0,94244.0,148388.0
2004,,265361.0,97987.0,167374.0
2005,,229815.0,82053.0,147762.0
2006,,198596.0,82215.0,116381.0
2007,,217011.0,77697.0,139314.0
2008,,206189.0,96134.0,110055.0
2009,,252352.0,106056.0,146296.0
2010,,278569.0,121804.0,156765.0
2011,,268550.0,121172.0,147378.0
2012,,276278.0,97958.0,178320.0
2013,,212316.0,82420.0,129896.0
2014,,236737.0,85823.0,150914.0
2015,,212572.0,80679.0,131893.0
2016,start of forecast,233230.0,95662.0,137568.0
2017,,233429.0,95861.0,137568.0
2018,,233613.0,96045.0,137568.0
2019,,233785.0,96217.0,137568.0
2020,,233960.0,96393.0,137568.0
2021,,234141.0,96573.0,137568.0
2022,,234281.0,96714.0,137568.0
2023,,234420.0,96852.0,137568.0
2024,,234526.0,96959.0,137568.0
2025,,234669.0,97101.0,137568.0
2026,,234859.0,97291.0,137568.0
2027,,235054.0,97486.0,137568.0
2028,,235266.0,97698.0,137568.0
2029,,235466.0,97898.0,137568.0
2030,,235675.0,98108.0,137568.0
2031,,235840.0,98272.0,137568.0
2032,,236024.0,98456.0,137568.0
2033,,236258.0,98690.0,137568.0
2034,,236429.0,98861.0,137568.0
2035,,236590.0,99022.0,137568.0
2036,,236711.0,99143.0,137568.0
2037,,236843.0,99275.0,137568.0
2038,,236951.0,99383.0,137568.0
2039,,237112.0,99544.0,137568.0
2040,,237224.0,99656.0,137568.0
