year,Base case cost,Modeled non-residential ashp
2017,147815.140822,210771.553992
2018,158908.096241,221793.998282
2019,173579.424375,236610.756544
2020,180736.169806,243509.195549
2021,185745.891608,248156.165081
2022,189324.264324,251306.933076
2023,191829.125225,253338.961292
2024,193976.148854,255007.534409
2025,196481.009755,257067.945184
2026,199343.707928,259519.86495
2027,201848.568829,261607.343443
2028,203995.592458,263330.067221
2029,206858.290631,265821.174153
2030,208647.476989,267191.292053
2031,211868.012433,270084.831586
