year,Base case cost,Modeled residential ashp
2017,286733.840722,571426.204659
2018,308252.108029,590549.846595
2019,336711.751886,617290.66816
2020,350594.504987,628337.216892
2021,360312.432157,634965.870079
2022,367253.808708,638678.25138
2023,382673.697504,650785.052929
2024,386956.725276,651784.351399
2025,391953.591011,653640.344725
2026,397664.294707,656351.038685
2027,402661.160442,658371.268887
2028,406944.188214,659699.13349
2029,412654.891911,662647.600639
2030,427710.921362,674843.653911
2031,434312.765784,678890.404866
