year,Base case cost,Modeled non-residential ashp
2017,401023.529833,589748.368537
2018,438586.091396,626259.986639
2019,490060.712797,676294.426261
2020,516493.626489,701987.787147
2021,533188.098295,718215.17297
2022,547100.158133,731737.99449
2023,555447.394036,739851.687401
2024,563794.629939,747965.380313
2025,572141.865842,756079.073224
2026,583271.513712,766897.33044
2027,593009.955599,776363.305503
2028,601357.191502,784476.998415
2029,611095.633389,793942.973478
2030,618051.663308,800704.384238
2031,629181.311178,811522.641453
