year,Base case cost,Modeled non-residential ashp
2017,660738.905629,971480.608297
2018,722628.156442,1031638.29181
2019,807439.352,1114076.59884
2020,850991.047017,1156409.78353
2021,878497.380712,1183146.53176
2022,901419.325457,1205427.15528
2023,915172.492304,1218795.52939
2024,928925.659152,1232163.9035
2025,942678.825999,1245532.27762
2026,961016.381795,1263356.77643
2027,977061.743117,1278953.2129
2028,990814.909965,1292321.58701
2029,1006860.27129,1307918.02348
2030,1018321.24366,1319058.33524
2031,1036658.79946,1336882.83406
