year,Base case cost,Modeled residential ashp
2017,159308.422458,277256.426257
2018,171746.855956,286253.161703
2019,189022.458038,299607.627995
2020,196969.234995,304699.749191
2021,208614.45397,313801.010401
2022,212885.844875,315724.85048
2023,215733.438812,316420.23474
2024,218225.083507,316840.770419
2025,221428.626686,317940.089143
2026,224988.119107,319398.982286
2027,227835.713044,320261.832473
2028,237081.053277,327599.604636
2029,240378.53126,328952.56611
2030,242576.849916,329357.183192
2031,246240.714341,331113.146785
