year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3860.76,375000.0,375000.0
2004,,3860.76,364000.0,364000.0
2005,,3860.76,18241.0,18241.0
2006,,3860.76,295441.0,295441.0
2007,,3860.76,200376.0,200376.0
2008,,3860.76,73081.0,73081.0
2009,,3860.76,310000.0,310000.0
2010,,3860.76,300000.0,300000.0
2011,,3860.76,302000.0,302000.0
2012,,3860.76,395271.0,395271.0
2013,,3860.76,399550.0,399550.0
2014,start of forecast,3860.76,297000.0,297000.0
2015,,3860.76,295000.0,295000.0
2016,,3860.76,294000.0,294000.0
2017,,3860.76,293000.0,293000.0
2018,,3860.76,292000.0,292000.0
2019,,3860.76,291000.0,291000.0
2020,,3860.76,290000.0,290000.0
2021,,3860.76,289000.0,289000.0
2022,,3860.76,288000.0,288000.0
2023,,3860.76,286000.0,286000.0
2024,,3860.76,284000.0,284000.0
2025,,3860.76,283000.0,283000.0
2026,,3860.76,282000.0,282000.0
2027,,3860.76,281000.0,281000.0
2028,,3860.76,280000.0,280000.0
2029,,3860.76,280000.0,280000.0
2030,,3860.76,281000.0,281000.0
2031,,3860.76,280000.0,280000.0
2032,,3860.76,279000.0,279000.0
2033,,3860.76,277000.0,277000.0
2034,,3860.76,275000.0,275000.0
2035,,3860.76,274000.0,274000.0
2036,,3860.76,274000.0,274000.0
2037,,3860.76,273000.0,273000.0
2038,,3860.76,273000.0,273000.0
2039,,3860.76,272000.0,272000.0
2040,,3860.76,271000.0,271000.0
