year,Base case cost,Modeled residential ashp
2017,1644006.59331,2180534.46244
2018,1759380.39234,2275483.32496
2019,1919374.23446,2410658.13051
2020,2009127.16748,2483738.80862
2021,2072374.75926,2533774.84012
2022,2133289.48456,2580332.92416
2023,2183089.5117,2618145.5127
2024,2229451.9402,2653110.84316
2025,2280446.48992,2692573.21386
2026,2336207.30055,2736661.49265
2027,2388469.87209,2777826.05448
2028,2442070.48671,2820898.15408
2029,2499935.15175,2867718.85393
2030,2550517.06002,2908536.61057
2031,2609739.94735,2957110.40746
