year,Base case cost,Modeled non-residential ashp
2017,166438.516818,231898.436956
2018,177023.230759,241513.591819
2019,191430.202511,254884.490073
2020,197898.638808,260507.778095
2021,202308.936284,264134.534513
2022,205543.154432,266627.094109
2023,207895.313086,268272.653301
2024,209659.432076,269358.417346
2025,212011.590729,271034.321273
2026,214657.769214,273012.439983
2027,216715.908036,274429.709194
2028,218774.046858,275860.941221
2029,221126.205511,277593.382518
2030,222596.30467,278476.41866
2031,225536.502987,280810.327246
