year,annotation,consumption,consumption residential,consumption non-residential
2003,,213203.0,66749.0,146454.0
2004,,217485.0,68208.0,149277.0
2005,,239714.0,75456.0,164258.0
2006,,262140.0,92668.0,169472.0
2007,,242682.0,98080.0,144602.0
2008,,260497.0,103760.0,156737.0
2009,,273337.0,115149.0,158188.0
2010,,284093.0,118436.0,165657.0
2011,,300688.0,139197.0,161491.0
2012,,332981.0,166357.0,166624.0
2013,,327088.0,162507.0,164581.0
2014,,324228.0,164804.0,159424.0
2015,,358227.0,175965.0,182262.0
2016,start of forecast,315782.0,147026.0,168756.0
2017,,316472.0,147716.0,168756.0
2018,,317180.0,148424.0,168756.0
2019,,317789.0,149033.0,168756.0
2020,,318535.0,149779.0,168756.0
2021,,319227.0,150471.0,168756.0
2022,,319575.0,150820.0,168756.0
2023,,319625.0,150869.0,168756.0
2024,,319549.0,150794.0,168756.0
2025,,319879.0,151123.0,168756.0
2026,,320705.0,151949.0,168756.0
2027,,321687.0,152931.0,168756.0
2028,,322740.0,153985.0,168756.0
2029,,323482.0,154726.0,168756.0
2030,,324591.0,155835.0,168756.0
2031,,325599.0,156843.0,168756.0
2032,,326550.0,157794.0,168756.0
2033,,327503.0,158747.0,168756.0
2034,,328420.0,159664.0,168756.0
2035,,329231.0,160475.0,168756.0
2036,,330059.0,161303.0,168756.0
2037,,330623.0,161868.0,168756.0
2038,,331641.0,162885.0,168756.0
2039,,332101.0,163345.0,168756.0
2040,,333045.0,164290.0,168756.0
