year,Base case cost,Modeled residential ashp
2017,18140.9242341,196704.319068
2018,19320.7852731,196887.900608
2019,20979.9648593,198118.819853
2020,22499.6422953,198271.745724
2021,23072.6234839,197330.515374
2022,23454.6109429,196049.645388
2023,23760.2009102,194661.410784
2024,23989.3933856,193164.680321
2025,24256.7846069,191791.7827
2026,24600.5733201,190619.45038
2027,24906.1632873,189413.196807
2028,25135.3557627,188094.182207
2029,26325.472826,187857.173478
2030,26562.6338321,186628.859586
2031,26918.3753411,185677.880685
