year,Base case cost,Modeled transmission and interties
2021,357507.025315,2395051.02037
2022,367147.6642,2405692.08712
2023,374378.143364,2412866.47028
2024,380001.84938,2419073.75922
2025,386428.94197,2426974.22062
2026,395266.194281,2435922.11491
2027,402867.296532,2443505.17277
2028,408496.180915,2449718.17744
2029,415733.317979,2457706.32631
2030,420944.973975,2463458.39733
2031,429798.501152,2472422.77024
2032,438652.028329,2482195.04517
2033,446700.6894,2491078.93147
2034,456778.53037,2501392.77382
2035,462417.771486,2507617.20996
2036,471279.436096,2517398.46676
2037,476918.677212,2523622.90291
2038,485780.341822,2533404.15971
2039,493030.794685,2540598.36161
2040,503503.671043,2551349.38416
