year,Base case cost,Modeled non-residential ashp
2017,382690.354128,445217.294206
2018,425887.178605,483246.504097
2019,487166.394724,537194.918127
2020,516299.136813,562842.524797
2021,536390.683082,580530.529397
2022,552463.920097,594680.933077
2023,562509.693231,603524.935377
2024,571550.889052,611484.537447
2025,582601.239499,621212.939977
2026,595660.744574,632710.142967
2027,605706.517708,641554.145267
2028,614747.713529,649513.747337
2029,626802.64129,660126.550097
2030,634839.259797,667201.751937
2031,647898.764872,678698.954927
