year,Base case cost,Modeled transmission and interties
2021,1888239.30901,3035574.92654
2022,1989539.41186,3145840.42268
2023,2075513.072,3236125.59981
2024,2157156.74623,3325090.99651
2025,2240808.89888,3419830.18281
2026,2347771.98227,3532593.8288
2027,2443581.34545,3633139.81175
2028,2534561.97305,3732149.7706
2029,2635596.97472,3845973.79677
2030,2724521.196,3938853.1433
2031,2846797.24238,4067624.99274
2032,2964415.2963,4195385.86652
2033,3084974.92488,4330621.35578
2034,3217923.91474,4470688.81597
2035,3329580.93651,4592037.22758
2036,3470653.70486,4740629.26977
2037,3580690.16463,4864826.28272
2038,3730011.02444,5026935.97674
2039,3865280.02406,5168988.63982
2040,4031634.7579,5349426.34983
