year,annotation,consumption,consumption residential,consumption non-residential
2003,,2322262.0,868928.0,1453334.0
2004,,2306793.0,874028.0,1432765.0
2005,,2307670.0,853959.0,1453711.0
2006,,2633331.0,871947.0,1761384.0
2007,,2677312.0,1006334.0,1670978.0
2008,,2683076.0,969044.0,1714032.0
2009,,2676490.0,1052032.0,1624458.0
2010,,2875134.0,1070356.0,1804778.0
2011,,2979725.0,1181246.0,1798479.0
2012,,3258614.0,1278465.0,1980149.0
2013,,3146184.0,1174612.0,1971572.0
2014,start of forecast,3244087.0,1327354.0,1916733.0
2015,,3322124.0,1405391.0,1916733.0
2016,,3402197.0,1485463.0,1916733.0
2017,,3484177.0,1567444.0,1916733.0
2018,,3568149.0,1651416.0,1916733.0
2019,,3653917.0,1737184.0,1916733.0
2020,,3741065.0,1824332.0,1916733.0
2021,,3829600.0,1912867.0,1916733.0
2022,,3919971.0,2003237.0,1916733.0
2023,,4012305.0,2095571.0,1916733.0
2024,,4106391.0,2189658.0,1916733.0
2025,,4201701.0,2284968.0,1916733.0
2026,,4297974.0,2381241.0,1916733.0
2027,,4395199.0,2478466.0,1916733.0
2028,,4493708.0,2576975.0,1916733.0
2029,,4594784.0,2678050.0,1916733.0
2030,,4697148.0,2780415.0,1916733.0
2031,,4801016.0,2884282.0,1916733.0
2032,,4905816.0,2989083.0,1916733.0
2033,,5012190.0,3095456.0,1916733.0
2034,,5120701.0,3203968.0,1916733.0
2035,,5231393.0,3314659.0,1916733.0
2036,,5344530.0,3427796.0,1916733.0
2037,,5460221.0,3543488.0,1916733.0
2038,,5578033.0,3661299.0,1916733.0
2039,,5697561.0,3780828.0,1916733.0
2040,,5819051.0,3902317.0,1916733.0
