year,Base case cost,Modeled non-residential ashp
2017,947249.036714,1273548.70832
2018,1032793.30568,1350693.61505
2019,1146182.52706,1452776.00267
2020,1217774.25366,1518875.83858
2021,1281088.79414,1578636.80274
2022,1340950.80012,1635591.33717
2023,1398620.61197,1691322.83467
2024,1450269.48303,1741356.44376
2025,1506969.49948,1796441.19824
2026,1568493.60166,1855380.88128
2027,1629851.21376,1914800.17901
2028,1689191.00174,1972524.70503
2029,1752360.99429,2033756.38322
2030,1814805.02278,2094908.20213
2031,1886171.25869,2163690.0189
