year,Base case cost,Modeled non-residential ashp
2017,1379346.96578,1270164.76644
2018,1532191.72244,1377440.81569
2019,1733042.41689,1515797.28284
2020,1844293.55617,1595801.30847
2021,1925995.49121,1656671.83441
2022,1993081.48121,1708134.26758
2023,2049086.51963,1752421.63837
2024,2097704.25698,1791925.63424
2025,2150967.58733,1834773.26004
2026,2210157.21657,1879641.29553
2027,2268859.4253,1926625.83664
2028,2305263.97234,1953916.6422
2029,2376728.02554,2012361.06471
2030,2427872.82685,2056996.05068
2031,2497862.65647,2112664.28654
