year,Base case cost,Modeled residential ashp
2017,204370.650877,452551.901337
2018,223513.380877,469026.184543
2019,244915.946146,487791.223757
2020,257395.526146,497413.241239
2021,266408.556146,503651.409583
2022,266486.023976,501387.583465
2023,271229.503976,503503.291531
2024,274617.703976,504687.452566
2025,272897.009245,500459.605272
2026,278192.689245,503302.895326
2027,282826.409245,505544.494343
2028,279358.434514,500102.60856
2029,284528.674514,502631.157282
2030,287113.794514,503352.932942
2031,285823.259783,499877.730153
