year,annotation,diesel generation efficiency
2002,,12.12
2003,,11.56
2004,,12.77
2005,,13.04
2006,,12.35
2007,,12.39
2008,,12.68
2009,,12.83
2010,,
2011,,17.31
2012,,
2013,,12.15
2014,start of forecast,12.12
2015,,12.12
2016,,12.12
2017,,12.12
2018,,12.12
2019,,12.12
2020,,12.12
2021,,12.12
2022,,12.12
2023,,12.12
2024,,12.12
2025,,12.12
2026,,12.12
2027,,12.12
2028,,12.12
2029,,12.12
2030,,12.12
2031,,12.12
2032,,12.12
2033,,12.12
2034,,12.12
2035,,12.12
2036,,12.12
2037,,12.12
2038,,12.12
2039,,12.12
2040,,12.12
