year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,595825.0,264493.0,331332.0
2004,,629669.0,274965.0,354704.0
2005,,818452.0,314552.0,503900.0
2006,,882469.0,347539.0,534930.0
2007,,937800.0,409926.0,527874.0
2008,,991665.0,445333.0,546332.0
2009,,1078107.0,518289.0,559818.0
2010,,1161834.0,573035.0,588799.0
2011,,1234117.0,592789.0,641328.0
2012,,1225417.0,641447.0,583970.0
2013,,1204353.0,664485.0,539868.0
2014,start of forecast,1169851.0,581463.0,588389.0
2015,,1187694.0,599305.0,588389.0
2016,,1201728.0,613339.0,588389.0
2017,,1216223.0,627834.0,588389.0
2018,,1231876.0,643487.0,588389.0
2019,,1249042.0,660653.0,588389.0
2020,,1267020.0,678631.0,588389.0
2021,,1283251.0,694862.0,588389.0
2022,,1300203.0,711815.0,588389.0
2023,,1319163.0,730774.0,588389.0
2024,,1336746.0,748357.0,588389.0
2025,,1353884.0,765496.0,588389.0
2026,,1371448.0,783060.0,588389.0
2027,,1387928.0,799539.0,588389.0
2028,,1402313.0,813924.0,588389.0
2029,,1423871.0,835482.0,588389.0
2030,,1444835.0,856446.0,588389.0
2031,,1461146.0,872757.0,588389.0
2032,,1473420.0,885031.0,588389.0
2033,,1483128.0,894739.0,588389.0
2034,,1494636.0,906248.0,588389.0
2035,,1508474.0,920085.0,588389.0
2036,,1521185.0,932796.0,588389.0
2037,,1534450.0,946061.0,588389.0
2038,,1546901.0,958513.0,588389.0
2039,,1557682.0,969293.0,588389.0
2040,,1567227.0,978838.0,588389.0
