year,Base case cost,Modeled non-residential ashp
2017,277596.714689,304479.654885
2018,309485.303366,330891.797564
2019,355189.34072,369065.893004
2020,376442.658073,386467.409431
2021,387810.417283,394795.122673
2022,398308.834637,403064.882436
2023,406709.603313,409570.355464
2024,413005.160667,414303.629507
2025,415393.368553,414984.55658
2026,425766.565907,423186.696581
2027,433029.234584,428769.542652
2028,434006.82247,428239.7791
2029,443225.158501,435486.033088
2030,442928.696387,433867.014802
2031,452039.113741,441030.323212
