year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,1219.18,114580.0,114580.0
2004,,1219.18,131214.0,131214.0
2005,,1219.18,133134.0,133134.0
2006,,1219.18,133426.0,133426.0
2007,,1219.18,154800.0,154800.0
2008,,1219.18,145675.0,145675.0
2009,,1219.18,120205.0,120205.0
2010,,1219.18,98499.0,98499.0
2011,,1219.18,119345.0,119345.0
2012,,1219.18,119302.0,119302.0
2013,,1219.18,90632.0,90632.0
2014,start of forecast,1219.18,105000.0,105000.0
2015,,1219.18,105000.0,105000.0
2016,,1219.18,106000.0,106000.0
2017,,1219.18,106000.0,106000.0
2018,,1219.18,106000.0,106000.0
2019,,1219.18,106000.0,106000.0
2020,,1219.18,106000.0,106000.0
2021,,1219.18,106000.0,106000.0
2022,,1219.18,106000.0,106000.0
2023,,1219.18,106000.0,106000.0
2024,,1219.18,106000.0,106000.0
2025,,1219.18,106000.0,106000.0
2026,,1219.18,106000.0,106000.0
2027,,1219.18,106000.0,106000.0
2028,,1219.18,106000.0,106000.0
2029,,1219.18,106000.0,106000.0
2030,,1219.18,106000.0,106000.0
2031,,1219.18,106000.0,106000.0
2032,,1219.18,106000.0,106000.0
2033,,1219.18,106000.0,106000.0
2034,,1219.18,106000.0,106000.0
2035,,1219.18,106000.0,106000.0
2036,,1219.18,106000.0,106000.0
2037,,1219.18,106000.0,106000.0
2038,,1219.18,106000.0,106000.0
2039,,1219.18,106000.0,106000.0
2040,,1219.18,106000.0,106000.0
