year,Base case cost,Modeled residential ashp
2017,51995.7027726,62732.3620012
2018,55377.4325626,66726.9783692
2019,60027.3110238,72219.5758751
2020,54872.0757204,67466.5473885
2021,63726.0779816,76588.6875276
2022,57201.051055,70274.3403622
2023,57946.3231621,71172.8341138
2024,58505.2772424,71846.7044275
2025,59157.3903361,72632.8864601
2026,59995.8214566,73643.6919306
2027,60741.0935636,74542.1856822
2028,61300.0476439,75216.0559959
2029,62045.319751,76114.5497475
2030,62511.1148179,76676.1083422
2031,63349.5459384,77686.9138127
