year,Base case cost,Modeled non-residential ashp
2017,113350.565433,135330.848538
2018,120722.732043,143239.931853
2019,130859.461131,154114.921411
2020,135697.445469,159305.257337
2021,138922.768361,162765.481287
2022,141456.950633,165484.228676
2023,143299.992285,167461.499505
2024,144682.273525,168944.452627
2025,146294.934971,170674.564602
2026,148368.35683,172898.994284
2027,150211.398482,174876.265113
2028,151593.679721,176359.218235
2029,153436.721374,178336.489063
2030,154588.622407,179572.283331
2031,156662.044266,181796.713014
